id,user_id,amount,reason,source,created_at
243,58074159-53d7-5a52-8436-d84a05af35a9,10,signup,signup,2026-05-23T01:30:00+00:00
244,50de23a6-cd45-55ac-adb0-06d14b4ed8ce,10,signup,signup,2026-05-23T02:30:00+00:00
245,58074159-53d7-5a52-8436-d84a05af35a9,50,profile_complete,onboarding,2026-05-23T02:30:00+00:00
246,50de23a6-cd45-55ac-adb0-06d14b4ed8ce,50,profile_complete,onboarding,2026-05-23T03:30:00+00:00
247,651ce25b-8132-52d9-8f74-889f22c3bb5c,10,signup,signup,2026-05-23T04:30:00+00:00
248,651ce25b-8132-52d9-8f74-889f22c3bb5c,50,profile_complete,onboarding,2026-05-23T05:30:00+00:00
249,e7c63421-97d2-555e-9731-46cb0f04f637,10,signup,signup,2026-05-23T05:30:00+00:00
250,9edec740-5de6-5c27-8233-5cf72946b182,10,signup,signup,2026-05-23T05:30:00+00:00
251,e7c63421-97d2-555e-9731-46cb0f04f637,50,profile_complete,onboarding,2026-05-23T06:30:00+00:00
252,9edec740-5de6-5c27-8233-5cf72946b182,50,profile_complete,onboarding,2026-05-23T06:30:00+00:00
253,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,10,signup,signup,2026-05-23T18:30:00+00:00
254,5d857806-7d61-533b-bc12-af2d7b775d29,10,signup,signup,2026-05-23T19:30:00+00:00
255,96ccee9a-30f2-56cd-b597-a927c84e0f75,10,signup,signup,2026-05-23T19:30:00+00:00
256,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,50,profile_complete,onboarding,2026-05-23T19:30:00+00:00
257,5d857806-7d61-533b-bc12-af2d7b775d29,50,profile_complete,onboarding,2026-05-23T20:30:00+00:00
258,96ccee9a-30f2-56cd-b597-a927c84e0f75,50,profile_complete,onboarding,2026-05-23T20:30:00+00:00
259,1062abbb-4fcd-51a9-95fc-5474e4af7640,10,signup,signup,2026-05-23T20:30:00+00:00
260,1062abbb-4fcd-51a9-95fc-5474e4af7640,50,profile_complete,onboarding,2026-05-23T21:30:00+00:00
261,e137404e-9196-525c-b17a-44dc96d29f29,10,signup,signup,2026-05-23T23:30:00+00:00
262,e137404e-9196-525c-b17a-44dc96d29f29,50,profile_complete,onboarding,2026-05-24T00:30:00+00:00
263,0da68170-ff38-5dad-9224-770d261f1c8a,10,signup,signup,2026-05-24T03:30:00+00:00
264,52ab3a8f-ec5c-5e66-bcd5-efc304512118,10,signup,signup,2026-05-24T04:30:00+00:00
265,0da68170-ff38-5dad-9224-770d261f1c8a,50,profile_complete,onboarding,2026-05-24T04:30:00+00:00
266,52ab3a8f-ec5c-5e66-bcd5-efc304512118,50,profile_complete,onboarding,2026-05-24T05:30:00+00:00
267,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,10,signup,signup,2026-05-24T05:30:00+00:00
268,f4793612-bd5c-52c4-b29e-226fe28a77ca,10,signup,signup,2026-05-24T05:30:00+00:00
269,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,50,profile_complete,onboarding,2026-05-24T06:30:00+00:00
270,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,10,signup,signup,2026-05-24T06:30:00+00:00
271,f4793612-bd5c-52c4-b29e-226fe28a77ca,50,profile_complete,onboarding,2026-05-24T06:30:00+00:00
272,0da68170-ff38-5dad-9224-770d261f1c8a,5,daily_login,2026-05-24,2026-05-24T07:11:00+00:00
273,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,5,daily_login,2026-05-24,2026-05-24T07:21:00+00:00
274,651ce25b-8132-52d9-8f74-889f22c3bb5c,5,daily_login,2026-05-24,2026-05-24T07:24:00+00:00
275,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,50,profile_complete,onboarding,2026-05-24T07:30:00+00:00
276,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,daily_login,2026-05-24,2026-05-24T07:41:00+00:00
277,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-24,2026-05-24T07:44:00+00:00
278,484e243b-afd7-5767-bb0f-4262c0334aea,10,signup,signup,2026-05-24T21:30:00+00:00
279,a6b8342c-310b-5b88-9c07-602dbd646488,10,signup,signup,2026-05-24T22:30:00+00:00
280,484e243b-afd7-5767-bb0f-4262c0334aea,50,profile_complete,onboarding,2026-05-24T22:30:00+00:00
281,a6b8342c-310b-5b88-9c07-602dbd646488,50,profile_complete,onboarding,2026-05-24T23:30:00+00:00
282,35e87bcc-650c-5e3f-9741-3f0c54905b6f,10,signup,signup,2026-05-25T01:30:00+00:00
283,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,10,signup,signup,2026-05-25T02:30:00+00:00
284,35e87bcc-650c-5e3f-9741-3f0c54905b6f,50,profile_complete,onboarding,2026-05-25T02:30:00+00:00
285,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,50,profile_complete,onboarding,2026-05-25T03:30:00+00:00
286,a60d0128-bffa-5d2d-9915-36693e6bc3ba,10,signup,signup,2026-05-25T04:30:00+00:00
287,5421f79d-ed60-5eed-852b-01b379adab9e,10,signup,signup,2026-05-25T04:30:00+00:00
288,a60d0128-bffa-5d2d-9915-36693e6bc3ba,50,profile_complete,onboarding,2026-05-25T05:30:00+00:00
289,5421f79d-ed60-5eed-852b-01b379adab9e,50,profile_complete,onboarding,2026-05-25T05:30:00+00:00
290,d3175e63-6121-5d55-b429-df91670d9aca,10,signup,signup,2026-05-25T05:30:00+00:00
291,d3175e63-6121-5d55-b429-df91670d9aca,50,profile_complete,onboarding,2026-05-25T06:30:00+00:00
292,729fe171-fa0d-547e-b374-39bd19f4c645,10,signup,signup,2026-05-25T06:30:00+00:00
293,a6b8342c-310b-5b88-9c07-602dbd646488,5,daily_login,2026-05-25,2026-05-25T07:17:00+00:00
294,484e243b-afd7-5767-bb0f-4262c0334aea,5,daily_login,2026-05-25,2026-05-25T07:22:00+00:00
295,58074159-53d7-5a52-8436-d84a05af35a9,5,daily_login,2026-05-25,2026-05-25T07:24:00+00:00
296,e7c63421-97d2-555e-9731-46cb0f04f637,5,daily_login,2026-05-25,2026-05-25T07:28:00+00:00
297,729fe171-fa0d-547e-b374-39bd19f4c645,50,profile_complete,onboarding,2026-05-25T07:30:00+00:00
298,9edec740-5de6-5c27-8233-5cf72946b182,5,daily_login,2026-05-25,2026-05-25T07:36:00+00:00
299,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-25,2026-05-25T07:44:00+00:00
300,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,daily_login,2026-05-25,2026-05-25T07:46:00+00:00
301,e5b7ccce-2cb7-5b6e-95a5-32ffacbca87f,10,signup,signup,2026-05-25T18:30:00+00:00
302,02bf8d95-eee4-5287-b363-0551cc4a6d51,10,signup,signup,2026-05-25T18:30:00+00:00
303,e5b7ccce-2cb7-5b6e-95a5-32ffacbca87f,50,profile_complete,onboarding,2026-05-25T19:30:00+00:00
304,02bf8d95-eee4-5287-b363-0551cc4a6d51,50,profile_complete,onboarding,2026-05-25T19:30:00+00:00
305,e502b694-466f-5e1f-9293-146b264ae20c,10,signup,signup,2026-05-25T20:30:00+00:00
306,e502b694-466f-5e1f-9293-146b264ae20c,50,profile_complete,onboarding,2026-05-25T21:30:00+00:00
307,95ff45a0-9b28-55cb-bba6-22a608a4e30d,10,signup,signup,2026-05-25T23:30:00+00:00
308,95ff45a0-9b28-55cb-bba6-22a608a4e30d,50,profile_complete,onboarding,2026-05-26T00:30:00+00:00
309,6467241a-6abd-5888-8e87-40e0e86cbc55,10,signup,signup,2026-05-26T02:30:00+00:00
310,6467241a-6abd-5888-8e87-40e0e86cbc55,50,profile_complete,onboarding,2026-05-26T03:30:00+00:00
311,eb397f92-99ac-5f0f-8f81-3540865f0477,10,signup,signup,2026-05-26T05:30:00+00:00
312,eb397f92-99ac-5f0f-8f81-3540865f0477,50,profile_complete,onboarding,2026-05-26T06:30:00+00:00
313,61347d09-09eb-5f04-a4ec-fe830319799f,10,signup,signup,2026-05-26T06:30:00+00:00
314,95ff45a0-9b28-55cb-bba6-22a608a4e30d,5,daily_login,2026-05-26,2026-05-26T07:10:00+00:00
315,52ab3a8f-ec5c-5e66-bcd5-efc304512118,5,daily_login,2026-05-26,2026-05-26T07:18:00+00:00
316,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,5,daily_login,2026-05-26,2026-05-26T07:19:00+00:00
317,58074159-53d7-5a52-8436-d84a05af35a9,5,daily_login,2026-05-26,2026-05-26T07:24:00+00:00
318,a60d0128-bffa-5d2d-9915-36693e6bc3ba,5,daily_login,2026-05-26,2026-05-26T07:26:00+00:00
319,e502b694-466f-5e1f-9293-146b264ae20c,5,daily_login,2026-05-26,2026-05-26T07:27:00+00:00
320,61347d09-09eb-5f04-a4ec-fe830319799f,50,profile_complete,onboarding,2026-05-26T07:30:00+00:00
321,5d857806-7d61-533b-bc12-af2d7b775d29,5,daily_login,2026-05-26,2026-05-26T07:35:00+00:00
322,eb397f92-99ac-5f0f-8f81-3540865f0477,5,daily_login,2026-05-26,2026-05-26T07:38:00+00:00
323,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,daily_login,2026-05-26,2026-05-26T07:41:00+00:00
324,e137404e-9196-525c-b17a-44dc96d29f29,5,daily_login,2026-05-26,2026-05-26T07:44:00+00:00
325,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,daily_login,2026-05-26,2026-05-26T07:46:00+00:00
326,b5be680a-732e-55e0-bc5d-b80e831ff33a,10,signup,signup,2026-05-26T19:30:00+00:00
327,b5be680a-732e-55e0-bc5d-b80e831ff33a,50,profile_complete,onboarding,2026-05-26T20:30:00+00:00
328,77c684c4-9514-5edc-85ff-1052c8544c14,10,signup,signup,2026-05-26T23:30:00+00:00
329,25797954-b022-582e-8349-e1e2c141368c,10,signup,signup,2026-05-27T00:30:00+00:00
330,77c684c4-9514-5edc-85ff-1052c8544c14,50,profile_complete,onboarding,2026-05-27T00:30:00+00:00
331,4966bb54-4d4f-5992-8586-1bd44991d17f,10,signup,signup,2026-05-27T01:30:00+00:00
332,554a90ae-c448-548d-a552-cd8f1c340cbd,10,signup,signup,2026-05-27T01:30:00+00:00
333,25797954-b022-582e-8349-e1e2c141368c,50,profile_complete,onboarding,2026-05-27T01:30:00+00:00
334,dfe9e449-d177-56af-a679-d3e1c78c5c02,10,signup,signup,2026-05-27T01:30:00+00:00
335,44a33563-638c-52da-ae01-285f43dfcb99,10,signup,signup,2026-05-27T01:30:00+00:00
336,0e992dba-f631-52d1-b7e3-76faec77c33f,10,signup,signup,2026-05-27T01:30:00+00:00
337,4966bb54-4d4f-5992-8586-1bd44991d17f,50,profile_complete,onboarding,2026-05-27T02:30:00+00:00
338,554a90ae-c448-548d-a552-cd8f1c340cbd,50,profile_complete,onboarding,2026-05-27T02:30:00+00:00
339,dfe9e449-d177-56af-a679-d3e1c78c5c02,50,profile_complete,onboarding,2026-05-27T02:30:00+00:00
340,44a33563-638c-52da-ae01-285f43dfcb99,50,profile_complete,onboarding,2026-05-27T02:30:00+00:00
341,0e992dba-f631-52d1-b7e3-76faec77c33f,50,profile_complete,onboarding,2026-05-27T02:30:00+00:00
342,daa36188-60fd-56a2-938b-70b1b51084b0,10,signup,signup,2026-05-27T03:30:00+00:00
343,e747fee0-a84b-5f51-98a3-7481903c9023,10,signup,signup,2026-05-27T03:30:00+00:00
344,44f09dba-7a20-5f46-840b-4670e6c7eb92,10,signup,signup,2026-05-27T03:30:00+00:00
345,daa36188-60fd-56a2-938b-70b1b51084b0,50,profile_complete,onboarding,2026-05-27T04:30:00+00:00
346,e747fee0-a84b-5f51-98a3-7481903c9023,50,profile_complete,onboarding,2026-05-27T04:30:00+00:00
347,44f09dba-7a20-5f46-840b-4670e6c7eb92,50,profile_complete,onboarding,2026-05-27T04:30:00+00:00
348,ffe47fd1-7989-5728-addd-50b504edd889,10,signup,signup,2026-05-27T05:30:00+00:00
349,ac9c9500-b7e4-5bbe-8f4e-a40a6201979a,10,signup,signup,2026-05-27T06:30:00+00:00
350,ffe47fd1-7989-5728-addd-50b504edd889,50,profile_complete,onboarding,2026-05-27T06:30:00+00:00
