id,user_id,badge_id,earned_at
159,e502b694-466f-5e1f-9293-146b264ae20c,12,2026-06-01T07:27:00+00:00
160,eb397f92-99ac-5f0f-8f81-3540865f0477,12,2026-06-05T07:38:00+00:00
161,7bdf8ad6-1318-5f74-9112-e2b655e215a2,12,2026-06-06T07:21:00+00:00
162,96dbbdad-601e-5bc2-9d1a-78f9f6349a39,12,2026-06-07T07:18:00+00:00
163,e137404e-9196-525c-b17a-44dc96d29f29,12,2026-06-07T07:44:00+00:00
164,64609795-d498-5ea7-ad33-a3bcecf9d962,12,2026-06-13T07:18:00+00:00
165,d5dc7189-89df-5fd7-983f-1124b6de3d68,12,2026-06-13T07:23:00+00:00
166,4c310820-12d3-5128-9a45-973db446b59e,12,2026-06-14T07:23:00+00:00
167,9047d24d-0775-5f10-bf17-6e8fc62c5884,12,2026-06-15T07:20:00+00:00
168,02bf8d95-eee4-5287-b363-0551cc4a6d51,12,2026-06-15T07:23:00+00:00
169,d16e3cdc-2868-563d-867d-62fa9b8b24ea,12,2026-06-16T07:22:00+00:00
170,50d6350f-ffd4-59ad-a1ff-65a49a77a913,12,2026-06-19T07:16:00+00:00
171,77c684c4-9514-5edc-85ff-1052c8544c14,12,2026-06-22T07:42:00+00:00
172,610e9654-06d6-5e55-959b-377b8749b8f9,12,2026-06-23T07:10:00+00:00
173,c6286e16-5e03-594c-aa67-861b8ba91b33,12,2026-06-25T07:39:00+00:00
174,1b1e4344-fde4-5cc2-b82c-4fb458696522,12,2026-06-27T07:21:00+00:00
175,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,4,2026-06-28T02:30:00+00:00
176,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,4,2026-06-28T02:30:00+00:00
177,1bc15434-bc22-56cc-a890-336efd2a11e5,4,2026-06-28T03:30:00+00:00
178,77c684c4-9514-5edc-85ff-1052c8544c14,4,2026-06-28T06:30:00+00:00
179,dfe9e449-d177-56af-a679-d3e1c78c5c02,4,2026-06-28T06:30:00+00:00
180,96ccee9a-30f2-56cd-b597-a927c84e0f75,4,2026-06-28T07:30:00+00:00
181,cb162f3d-006f-544e-bfa6-f9abb8a52026,4,2026-06-28T10:30:00+00:00
182,eb3717c1-cd92-5eeb-af40-9df7f3132426,4,2026-06-28T10:30:00+00:00
183,f4793612-bd5c-52c4-b29e-226fe28a77ca,4,2026-06-28T11:30:00+00:00
184,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,4,2026-06-28T14:30:00+00:00
185,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,4,2026-06-28T14:30:00+00:00
186,d48cab4b-e48b-59ae-88d6-41d5d463569d,4,2026-06-28T15:30:00+00:00
187,90cced0e-f2c7-528c-bd28-38c44ead6c98,4,2026-06-28T18:30:00+00:00
188,88a268b0-6bca-5583-b041-ffdbc51be7e6,4,2026-06-28T18:30:00+00:00
189,2e2e8079-6c9e-51c9-bc7e-1475045fd514,4,2026-06-30T04:30:00+00:00
190,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,4,2026-06-30T08:30:00+00:00
191,001e944b-e64e-5742-afb7-5e04327e41ee,4,2026-06-30T12:30:00+00:00
192,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,4,2026-06-30T13:30:00+00:00
193,35e87bcc-650c-5e3f-9741-3f0c54905b6f,4,2026-06-30T20:30:00+00:00
194,b7180518-4b5b-54ef-9060-958212d05ab7,4,2026-07-01T01:30:00+00:00
195,6988340a-a3c1-5fda-a996-711f1723c649,4,2026-07-01T05:30:00+00:00
196,a2cc3818-be31-5aeb-828c-e23f579431aa,12,2026-07-01T07:25:00+00:00
197,a2cc3818-be31-5aeb-828c-e23f579431aa,4,2026-07-01T17:30:00+00:00
198,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,4,2026-07-01T21:30:00+00:00
199,eb397f92-99ac-5f0f-8f81-3540865f0477,4,2026-07-02T01:30:00+00:00
200,facb4557-eabe-5f8b-89cc-f223b91c89b7,4,2026-07-02T05:30:00+00:00
201,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,4,2026-07-02T05:30:00+00:00
202,fb400c3e-ecd0-522e-8b8e-1323946be71a,4,2026-07-02T13:30:00+00:00
203,1767869f-381f-59b9-acac-01da2d539e40,4,2026-07-02T19:30:00+00:00
204,88820056-e901-59a1-b2ca-c4e813b34f7b,4,2026-07-02T23:30:00+00:00
205,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,5,2026-07-03T02:30:00+00:00
206,f0f4eb8c-a1ed-50a1-bc7d-2863700a31a5,7,2026-07-03T02:30:00+00:00
207,77c684c4-9514-5edc-85ff-1052c8544c14,7,2026-07-03T02:30:00+00:00
208,cb162f3d-006f-544e-bfa6-f9abb8a52026,7,2026-07-03T02:30:00+00:00
209,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,7,2026-07-03T02:30:00+00:00
210,90cced0e-f2c7-528c-bd28-38c44ead6c98,7,2026-07-03T02:30:00+00:00
211,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,4,2026-07-03T03:30:00+00:00
212,1bc15434-bc22-56cc-a890-336efd2a11e5,5,2026-07-03T03:30:00+00:00
213,1bc15434-bc22-56cc-a890-336efd2a11e5,7,2026-07-03T03:30:00+00:00
214,96ccee9a-30f2-56cd-b597-a927c84e0f75,7,2026-07-03T03:30:00+00:00
215,f4793612-bd5c-52c4-b29e-226fe28a77ca,7,2026-07-03T03:30:00+00:00
216,d48cab4b-e48b-59ae-88d6-41d5d463569d,7,2026-07-03T03:30:00+00:00
217,61347d09-09eb-5f04-a4ec-fe830319799f,4,2026-07-03T07:30:00+00:00
218,19e81afb-74c1-5b4a-9af3-469f3b610235,4,2026-07-03T19:30:00+00:00
219,20b63262-d3e6-555a-95b2-84fc87694a19,4,2026-07-03T22:30:00+00:00
220,d5dc7189-89df-5fd7-983f-1124b6de3d68,4,2026-07-04T02:30:00+00:00
221,77c684c4-9514-5edc-85ff-1052c8544c14,5,2026-07-04T03:30:00+00:00
222,77c684c4-9514-5edc-85ff-1052c8544c14,14,2026-07-04T03:30:00+00:00
223,96ccee9a-30f2-56cd-b597-a927c84e0f75,5,2026-07-04T04:30:00+00:00
224,f22a7317-9c2b-5d13-99b9-1a1622094bb3,4,2026-07-04T14:30:00+00:00
225,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,4,2026-07-04T18:30:00+00:00
226,d9fbcbde-376a-5f82-9fb5-268a24b02d57,4,2026-07-05T02:30:00+00:00
227,cb162f3d-006f-544e-bfa6-f9abb8a52026,5,2026-07-05T04:30:00+00:00
228,2e2e8079-6c9e-51c9-bc7e-1475045fd514,5,2026-07-05T04:30:00+00:00
229,2e2e8079-6c9e-51c9-bc7e-1475045fd514,7,2026-07-05T04:30:00+00:00
230,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,7,2026-07-05T04:30:00+00:00
231,001e944b-e64e-5742-afb7-5e04327e41ee,7,2026-07-05T04:30:00+00:00
232,35e87bcc-650c-5e3f-9741-3f0c54905b6f,7,2026-07-05T04:30:00+00:00
233,f4793612-bd5c-52c4-b29e-226fe28a77ca,5,2026-07-05T05:30:00+00:00
234,693ebb02-ab3f-5d60-b798-d4d4df4900d2,4,2026-07-05T06:30:00+00:00
235,5ccdaadc-80b2-50e1-a0c1-bad0246a7cf2,5,2026-07-06T05:30:00+00:00
236,d48cab4b-e48b-59ae-88d6-41d5d463569d,5,2026-07-06T06:30:00+00:00
237,2e2e8079-6c9e-51c9-bc7e-1475045fd514,12,2026-07-06T07:27:00+00:00
238,2e2e8079-6c9e-51c9-bc7e-1475045fd514,14,2026-07-06T07:27:00+00:00
239,a2cc3818-be31-5aeb-828c-e23f579431aa,7,2026-07-06T17:30:00+00:00
240,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,7,2026-07-06T17:30:00+00:00
241,eb397f92-99ac-5f0f-8f81-3540865f0477,7,2026-07-06T17:30:00+00:00
242,facb4557-eabe-5f8b-89cc-f223b91c89b7,7,2026-07-06T17:30:00+00:00
243,88a268b0-6bca-5583-b041-ffdbc51be7e6,7,2026-07-06T17:30:00+00:00
244,6ac5a7a4-ae0d-5e31-8a7c-d85b63a96c46,4,2026-07-06T18:30:00+00:00
245,a0a53b38-722a-56e6-a52c-fe0e06169a59,4,2026-07-06T22:30:00+00:00
246,0bd9c807-50b6-567b-befe-96c80ed2fc9d,4,2026-07-07T02:30:00+00:00
247,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,7,2026-07-07T05:30:00+00:00
248,fb400c3e-ecd0-522e-8b8e-1323946be71a,7,2026-07-07T05:30:00+00:00
249,bb4b0d34-59a4-5948-a9be-a1aa6caece55,4,2026-07-07T06:30:00+00:00
250,001e944b-e64e-5742-afb7-5e04327e41ee,5,2026-07-07T06:30:00+00:00
251,7e6a1243-34f5-52e6-862f-e5f3b2ebe640,12,2026-07-07T07:36:00+00:00
252,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,5,2026-07-07T18:30:00+00:00
253,1767869f-381f-59b9-acac-01da2d539e40,5,2026-07-07T19:30:00+00:00
254,1767869f-381f-59b9-acac-01da2d539e40,7,2026-07-07T19:30:00+00:00
255,88820056-e901-59a1-b2ca-c4e813b34f7b,7,2026-07-07T19:30:00+00:00
256,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,7,2026-07-07T19:30:00+00:00
257,61347d09-09eb-5f04-a4ec-fe830319799f,7,2026-07-07T19:30:00+00:00
258,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,7,2026-07-07T19:30:00+00:00
259,54561bf4-fe37-5b37-934d-9c7f81542f8b,4,2026-07-08T09:30:00+00:00
260,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,4,2026-07-08T17:30:00+00:00
261,88820056-e901-59a1-b2ca-c4e813b34f7b,5,2026-07-08T20:30:00+00:00
262,20b63262-d3e6-555a-95b2-84fc87694a19,5,2026-07-08T22:30:00+00:00
263,20b63262-d3e6-555a-95b2-84fc87694a19,7,2026-07-08T22:30:00+00:00
264,d5dc7189-89df-5fd7-983f-1124b6de3d68,7,2026-07-08T22:30:00+00:00
265,35e87bcc-650c-5e3f-9741-3f0c54905b6f,5,2026-07-09T08:30:00+00:00
266,f22a7317-9c2b-5d13-99b9-1a1622094bb3,5,2026-07-09T14:30:00+00:00
267,f22a7317-9c2b-5d13-99b9-1a1622094bb3,7,2026-07-09T14:30:00+00:00
268,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,7,2026-07-09T14:30:00+00:00
269,a60d0128-bffa-5d2d-9915-36693e6bc3ba,4,2026-07-09T19:30:00+00:00
270,facb4557-eabe-5f8b-89cc-f223b91c89b7,5,2026-07-09T20:30:00+00:00
271,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,5,2026-07-09T21:30:00+00:00
272,d5dc7189-89df-5fd7-983f-1124b6de3d68,5,2026-07-09T23:30:00+00:00
273,605985c4-d18d-54b0-829f-2a199ea5c81d,4,2026-07-09T23:30:00+00:00
274,7bdf8ad6-1318-5f74-9112-e2b655e215a2,4,2026-07-10T00:30:00+00:00
275,d9fbcbde-376a-5f82-9fb5-268a24b02d57,5,2026-07-10T02:30:00+00:00
276,d9fbcbde-376a-5f82-9fb5-268a24b02d57,7,2026-07-10T02:30:00+00:00
277,693ebb02-ab3f-5d60-b798-d4d4df4900d2,7,2026-07-10T02:30:00+00:00
